loadsmart_id,shipper_key,carrier_key,lane_key,quote_date,book_date,source_date,pickup_date,delivery_date,book_price,source_price,pnl,mileage,equipment_type,carrier_rating,sourcing_channel,carrier_dropped_us_count,carrier_on_time_to_pickup,carrier_on_time_to_delivery,carrier_on_time_overall,pickup_appointment_time,delivery_appointment_time,has_mobile_app_tracking,has_macropoint_tracking,has_edi_tracking,contracted_load,load_booked_autonomously,load_sourced_autonomously,load_was_cancelled
206486537,7dcbfc2145d285eee0be4652d34c4bab,171ebc651074d604eddaa47bc9523b56,0235ddfc19c9ee3a3b512481b4639b03,2024-09-28 11:26:00,2024-09-28 11:26:00,2024-09-29 19:21:00,2024-09-29 16:00:00,2024-10-03 10:00:00,7700.0,7500.0,200.0,2509.6,DRV,,,1,true,true,true,2024-09-29 22:00:00,2024-10-03 11:00:00,false,false,false,false,false,false,false
206432441,950799b053ed2e3d7f02c0e13ae04519,66389a0768f641804febf5f59c81b063,31bfd2111657abeeb28644ea93637040,2024-12-22 11:35:00,2024-12-22 11:35:00,2024-12-22 13:07:00,2024-12-22 16:00:00,2024-12-26 13:34:00,7632.35,6000.0,1632.35,1607.7,DRV,,dat_in,0,true,true,true,2024-12-22 16:00:00,2024-12-26 12:00:00,false,false,false,false,false,false,false
206490537,950799b053ed2e3d7f02c0e13ae04519,116d08f0ac0f289fca95d2138849f854,3fcd0407b2479145107ef28a6e889fc6,2024-10-17 16:49:00,2024-10-17 16:49:00,2024-10-18 16:28:00,2024-10-19 14:00:00,2024-10-23 14:30:00,7596.23,5780.0,1816.23,2863.1,DRV,,,0,true,true,true,2024-10-19 14:00:00,2024-10-23 09:00:00,false,false,false,false,false,false,false
206429353,7dcbfc2145d285eee0be4652d34c4bab,85a28bf82ed921a2383865fdcf2258c4,0235ddfc19c9ee3a3b512481b4639b03,2024-10-05 10:52:00,2024-10-05 10:52:00,2024-10-06 11:27:00,2024-10-06 12:00:00,2024-10-09 12:30:00,7500.0,7000.0,500.0,2509.6,RFR,,,0,false,true,true,2024-10-06 12:00:00,2024-10-09 10:00:00,false,false,false,false,false,false,false
206558993,be92243fcbb80d0da9e98f9fdd8a0a6b,1dd191a4ba36c861e4fbd8a978fbad2e,40546b36666e18b8d42e1c8433a32195,2024-05-18 18:48:00,2024-05-18 18:48:00,2024-05-19 13:30:00,2024-05-20 13:00:00,2024-05-25 23:55:00,7479.33,7500.0,-20.67,3008.0,RFR,,,0,true,true,true,2024-05-20 13:00:00,2024-05-25 23:00:00,false,false,false,false,false,false,false
206426897,be92243fcbb80d0da9e98f9fdd8a0a6b,1daad2d2afa201d5d2efac90d8b36673,844869a05e6bcca539b4c98ceafbec8a,2024-05-18 17:16:00,2024-05-18 17:16:00,2024-05-22 11:45:00,2024-05-22 11:00:00,2024-05-25 23:55:00,7475.63,7500.0,-24.37,2948.9,RFR,,,1,true,true,true,2024-05-23 00:00:00,2024-05-25 23:00:00,false,false,false,false,false,false,false
206512777,950799b053ed2e3d7f02c0e13ae04519,2e0ec6030e8d4c612ccac08955b631d0,e48846331a4eaaa1d9ede2e7511d4081,2024-11-05 19:46:00,2024-11-05 19:46:00,2024-11-06 12:37:00,2024-11-10 15:00:00,2024-11-17 17:00:00,7409.97,5000.0,2409.97,2591.7,DRV,,,0,true,true,true,2024-11-10 15:00:00,2024-11-14 18:00:00,false,false,false,false,false,false,false
206437137,968ddbbdd8ef879c16e2d2fed84be024,53f0ed11fc73f90c287b41ee94c24037,7c2c5701f1d07b957312a3c157996f10,2024-12-04 17:01:00,2024-12-04 17:01:00,2024-12-07 16:41:00,2024-12-07 15:00:00,2024-12-12 05:00:00,7402.38,7500.0,-97.62,2847.9,RFR,,carrier_capacity,1,false,true,false,2024-12-07 15:00:00,2024-12-12 04:00:00,false,false,false,false,false,false,false
206513177,be92243fcbb80d0da9e98f9fdd8a0a6b,d771adcb81ba2dcb932fc897589b0ddb,b88e75f58c93a8f16af36547e9f96245,2024-12-28 19:43:00,2024-12-28 19:43:00,2025-01-02 16:38:00,2025-01-03 11:00:00,2025-01-08 08:03:00,7371.42,7500.0,-128.58,2702.1,RFR,,,0,true,true,true,2025-01-03 15:00:00,2025-01-08 04:00:00,false,false,false,false,false,false,false
206709073,7dcbfc2145d285eee0be4652d34c4bab,de2e17b5e1d77bbd9ee7f212f131d50b,0235ddfc19c9ee3a3b512481b4639b03,2024-10-05 10:56:00,2024-10-05 10:56:00,2024-10-06 12:57:00,2024-10-09 15:00:00,2024-10-12 09:00:00,7250.0,7000.0,250.0,2509.6,RFR,,,0,true,true,true,2024-10-09 15:00:00,2024-10-12 08:00:00,false,false,false,false,false,false,false
206554409,950799b053ed2e3d7f02c0e13ae04519,1857dcb0e20438a81b63fa7ccb45d463,ec84e494675eff5d5c8681a6716e2faf,2024-10-24 08:45:00,2024-10-24 08:45:00,2024-10-24 11:16:00,2024-10-24 12:00:00,2024-10-30 14:00:00,7232.42,0.0,0.0,2777.3,DRV,,,0,true,false,false,2024-10-24 12:00:00,2024-10-27 12:00:00,false,false,false,false,false,false,false
206506609,fc15c8720108281350a61e084302e7cb,3c6d464bb05681c01feba199e2cc99ae,273855fa6d8a3e3921fa81aeba514b4a,2024-11-03 15:05:00,2024-11-03 15:06:00,2024-11-14 09:41:00,2024-11-14 03:05:00,2024-11-17 15:35:00,7144.96,9500.0,-2355.04,3069.0,RFR,,,0,true,false,false,2024-11-15 02:55:00,2024-11-17 09:30:00,false,false,false,false,false,false,false
206516521,968ddbbdd8ef879c16e2d2fed84be024,50ba0216a513bccf5a852a9323eef303,43d4c0069f5af1257081c97644e8be1f,2024-12-12 16:49:00,2024-12-12 16:49:00,2024-12-15 15:45:00,2024-12-15 15:00:00,2024-12-19 08:37:00,7110.37,7200.0,-89.63,2733.2,RFR,,,1,true,true,true,2024-12-15 21:00:00,2024-12-19 23:55:00,false,false,false,false,false,false,false
206428753,968ddbbdd8ef879c16e2d2fed84be024,1c08879ba9880a358e9320c639627887,43d4c0069f5af1257081c97644e8be1f,2024-12-05 16:39:00,2024-12-05 16:39:00,2024-12-06 09:10:00,2024-12-06 17:00:00,2024-12-11 18:25:00,7079.49,6700.0,379.49,2733.2,RFR,,source_list,0,false,true,false,2024-12-06 17:00:00,2024-12-11 23:00:00,false,false,false,false,false,false,false
206727809,be92243fcbb80d0da9e98f9fdd8a0a6b,a26b0f05d42e63e2f2d5dad6396b36be,4163ac264a6c717637694b4e028e99b7,2024-12-29 16:41:00,2024-12-29 16:41:00,2025-01-04 10:10:00,2025-01-05 14:00:00,2025-01-08 10:44:00,7059.08,6200.0,859.08,1490.1,RFR,,dat_in,0,true,true,true,2025-01-05 16:00:00,2025-01-08 12:00:00,false,false,false,false,false,false,false
206579337,7dcbfc2145d285eee0be4652d34c4bab,d493c0ae5c28b0be92110bd8c23a4c17,0235ddfc19c9ee3a3b512481b4639b03,2024-10-05 10:59:00,2024-10-05 10:59:00,2024-10-05 14:17:00,2024-10-09 17:00:00,2024-10-13 10:01:00,7000.0,6000.0,1000.0,2509.6,RFR,,,0,true,true,true,2024-10-09 17:00:00,2024-10-13 10:00:00,false,false,false,false,false,false,false
206504865,fc15c8720108281350a61e084302e7cb,4f8d9f1ca4fc0be73eb94c43b927ddd2,f2e694d253b97701c8bc0ffb81f6c407,2024-01-30 13:41:00,2024-01-30 13:41:00,2024-02-01 09:20:00,2024-02-03 11:00:00,2024-02-08 11:30:00,6935.77,6500.0,435.77,3002.0,RFR,,,0,true,true,true,2024-02-03 20:00:00,2024-02-08 08:00:00,false,false,false,false,false,false,false
206535497,9504bc56c64c6d76be430efa5facd2c0,1dd2a0d73021e115c1e1b869e1eff8d5,1b94e0a1672a9425645d0bb42c9072a4,2024-09-12 12:41:00,2024-09-12 12:41:00,2024-09-14 12:55:00,2024-09-15 11:00:00,2024-09-20 16:00:00,6900.0,6600.0,300.0,2891.5,RFR,,,0,true,true,true,2024-09-15 20:00:00,2024-09-21 17:00:00,false,false,false,false,false,false,false
206466833,9504bc56c64c6d76be430efa5facd2c0,d11d4d2759e4b55a5cce251607b6c8cb,1b94e0a1672a9425645d0bb42c9072a4,2024-09-12 12:32:00,2024-09-12 12:32:00,2024-09-13 11:29:00,2024-09-14 11:00:00,2024-09-18 09:00:00,6900.0,6500.0,400.0,2891.5,RFR,,,0,true,true,true,2024-09-14 20:00:00,2024-09-20 17:00:00,false,false,false,false,false,false,false
206658377,9504bc56c64c6d76be430efa5facd2c0,6ee876dab0d4a52db916f9b62358fc1d,1b94e0a1672a9425645d0bb42c9072a4,2024-09-12 18:11:00,2024-09-12 18:11:00,2024-09-14 13:01:00,2024-09-15 11:00:00,2024-09-20 08:00:00,6900.0,6700.0,200.0,2891.5,RFR,,,0,true,true,true,2024-09-15 18:00:00,2024-09-20 13:00:00,false,false,false,false,false,false,false
206491073,9504bc56c64c6d76be430efa5facd2c0,6ee876dab0d4a52db916f9b62358fc1d,1b94e0a1672a9425645d0bb42c9072a4,2024-09-12 12:27:00,2024-09-12 12:27:00,2024-09-13 11:44:00,2024-09-13 11:00:00,2024-09-18 10:00:00,6900.0,6500.0,400.0,2891.5,RFR,,,0,true,true,true,2024-09-13 20:00:00,2024-09-19 17:00:00,false,false,false,false,false,false,false
206474225,9504bc56c64c6d76be430efa5facd2c0,6ee876dab0d4a52db916f9b62358fc1d,1b94e0a1672a9425645d0bb42c9072a4,2024-09-12 12:32:00,2024-09-12 12:32:00,2024-09-13 12:17:00,2024-09-14 11:00:00,2024-09-20 09:50:00,6900.0,6500.0,400.0,2891.5,RFR,,,0,true,true,true,2024-09-14 20:00:00,2024-09-20 17:00:00,false,false,false,false,false,false,false
206466961,9504bc56c64c6d76be430efa5facd2c0,6ee876dab0d4a52db916f9b62358fc1d,1b94e0a1672a9425645d0bb42c9072a4,2024-09-12 12:27:00,2024-09-12 12:27:00,2024-09-13 11:38:00,2024-09-13 11:00:00,2024-09-19 09:00:00,6900.0,6500.0,400.0,2891.5,RFR,,,0,true,true,true,2024-09-13 20:00:00,2024-09-19 17:00:00,false,false,false,false,false,false,false
206518137,9504bc56c64c6d76be430efa5facd2c0,02b340b71499d4d0b8143501cb597e0a,1b94e0a1672a9425645d0bb42c9072a4,2024-09-12 12:41:00,2024-09-12 12:41:00,2024-09-13 11:47:00,2024-09-15 11:00:00,2024-09-21 09:00:00,6900.0,6500.0,400.0,2891.5,RFR,,,0,false,true,true,2024-09-15 20:00:00,2024-09-21 17:00:00,false,false,false,false,false,false,false
206533729,7dcbfc2145d285eee0be4652d34c4bab,a8ffaaa46ba2d4aad4c7fa7f54baa415,bb20c03722164911df7c3d7117d69481,2024-12-13 17:46:00,2024-12-13 17:47:00,2024-12-14 07:48:00,2024-12-14 11:00:00,2024-12-20 12:00:00,6900.0,6700.0,200.0,2539.7,DRV,,,0,true,false,false,2024-12-14 15:00:00,2024-12-19 08:00:00,false,false,false,false,false,false,false
206523185,9504bc56c64c6d76be430efa5facd2c0,d6e0d942a072a94475d1c85f62008954,1b94e0a1672a9425645d0bb42c9072a4,2024-09-12 12:41:00,2024-09-12 12:41:00,2024-09-13 12:32:00,2024-09-15 11:00:00,2024-09-21 08:30:00,6900.0,6600.0,300.0,2891.5,RFR,,,0,true,true,true,2024-09-15 20:00:00,2024-09-21 17:00:00,false,false,false,false,false,false,false
206486553,950799b053ed2e3d7f02c0e13ae04519,3790f1e5088b409cffa90c81c1a2ac5d,b7742be3ee1993062f57c003483f5bfd,2024-12-05 09:51:00,2024-12-05 09:51:00,2024-12-05 10:27:00,2024-12-05 14:00:00,2024-12-07 13:30:00,6865.61,5800.0,1065.61,2761.6,DRV,,,0,true,true,true,2024-12-05 14:00:00,2024-12-08 07:00:00,false,false,false,false,false,false,false
206701585,9504bc56c64c6d76be430efa5facd2c0,2fd57a1b9b58680bb35df2832b41751a,d8942e8a28f5eea4a55f5bda2a2a8f85,2024-09-19 14:51:00,2024-09-19 14:51:00,2024-09-21 10:06:00,2024-09-21 11:00:00,2024-09-25 08:53:00,6800.0,6500.0,300.0,2809.8,RFR,,,0,true,true,true,2024-09-21 20:00:00,2024-09-25 17:00:00,false,false,false,false,false,false,false
206491081,9504bc56c64c6d76be430efa5facd2c0,6ee876dab0d4a52db916f9b62358fc1d,d8942e8a28f5eea4a55f5bda2a2a8f85,2024-09-15 16:20:00,2024-09-15 16:20:00,2024-09-19 11:42:00,2024-09-20 11:00:00,2024-09-25 09:45:00,6800.0,6500.0,300.0,2809.8,RFR,,,0,true,true,true,2024-09-20 20:00:00,2024-09-25 17:00:00,false,false,false,false,false,false,false
206438345,9504bc56c64c6d76be430efa5facd2c0,6ee876dab0d4a52db916f9b62358fc1d,d8942e8a28f5eea4a55f5bda2a2a8f85,2024-09-15 17:35:00,2024-09-15 17:35:00,2024-09-19 11:47:00,2024-09-25 11:00:00,2024-09-29 17:00:00,6800.0,6500.0,300.0,2809.8,RFR,,,0,true,true,true,2024-09-25 20:00:00,2024-10-02 17:00:00,false,false,false,false,false,false,false
206600041,9504bc56c64c6d76be430efa5facd2c0,6ee876dab0d4a52db916f9b62358fc1d,d8942e8a28f5eea4a55f5bda2a2a8f85,2024-09-15 17:20:00,2024-09-15 17:20:00,2024-09-19 11:43:00,2024-09-22 11:00:00,2024-09-27 08:55:00,6800.0,6500.0,300.0,2809.8,RFR,,,0,true,true,true,2024-09-22 20:00:00,2024-09-27 17:00:00,false,false,false,false,false,false,false
206484441,9504bc56c64c6d76be430efa5facd2c0,6ee876dab0d4a52db916f9b62358fc1d,d8942e8a28f5eea4a55f5bda2a2a8f85,2024-09-15 16:59:00,2024-09-15 16:59:00,2024-09-19 11:40:00,2024-09-21 11:00:00,2024-09-26 13:00:00,6800.0,6500.0,300.0,2809.8,RFR,,,0,true,true,true,2024-09-21 20:00:00,2024-09-26 17:00:00,false,false,false,false,false,false,false
206537529,9504bc56c64c6d76be430efa5facd2c0,02b340b71499d4d0b8143501cb597e0a,d8942e8a28f5eea4a55f5bda2a2a8f85,2024-09-15 16:17:00,2024-09-15 16:17:00,2024-09-19 10:49:00,2024-09-20 11:00:00,2024-09-25 09:00:00,6800.0,6500.0,300.0,2809.8,RFR,,,0,true,true,true,2024-09-20 20:00:00,2024-09-25 17:00:00,false,false,false,false,false,false,false
206662425,9504bc56c64c6d76be430efa5facd2c0,1c08879ba9880a358e9320c639627887,d8942e8a28f5eea4a55f5bda2a2a8f85,2024-09-15 17:32:00,2024-09-15 17:32:00,2024-09-19 12:32:00,2024-09-22 11:00:00,2024-09-27 10:00:00,6800.0,6500.0,300.0,2809.8,RFR,,,0,true,true,true,2024-09-22 20:00:00,2024-09-27 17:00:00,false,false,false,false,false,false,false
206607081,9504bc56c64c6d76be430efa5facd2c0,1c08879ba9880a358e9320c639627887,d8942e8a28f5eea4a55f5bda2a2a8f85,2024-09-15 16:15:00,2024-09-15 16:15:00,2024-09-19 13:14:00,2024-09-20 11:00:00,2024-09-25 08:00:00,6800.0,6500.0,300.0,2809.8,RFR,,,0,true,true,true,2024-09-20 20:00:00,2024-09-25 17:00:00,false,false,false,false,false,false,false
206559041,9504bc56c64c6d76be430efa5facd2c0,1c08879ba9880a358e9320c639627887,d8942e8a28f5eea4a55f5bda2a2a8f85,2024-09-15 17:14:00,2024-09-15 17:14:00,2024-09-19 12:32:00,2024-09-21 11:00:00,2024-09-26 10:00:00,6800.0,6500.0,300.0,2809.8,RFR,,,0,true,true,true,2024-09-21 20:00:00,2024-09-26 17:00:00,false,false,false,false,false,false,false
206503729,9504bc56c64c6d76be430efa5facd2c0,d6e0d942a072a94475d1c85f62008954,d8942e8a28f5eea4a55f5bda2a2a8f85,2024-09-15 17:26:00,2024-09-15 17:26:00,2024-09-19 11:30:00,2024-09-22 11:00:00,2024-09-27 14:00:00,6800.0,6500.0,300.0,2809.8,RFR,,,0,true,true,true,2024-09-22 20:00:00,2024-09-27 17:00:00,false,false,false,false,false,false,false
206505369,9504bc56c64c6d76be430efa5facd2c0,1c08879ba9880a358e9320c639627887,d8942e8a28f5eea4a55f5bda2a2a8f85,2024-09-15 17:37:00,2024-09-15 17:37:00,2024-09-19 12:32:00,2024-09-25 11:00:00,2024-09-29 20:30:00,6800.0,6500.0,300.0,2809.8,RFR,,,0,true,true,true,2024-09-25 20:00:00,2024-10-02 17:00:00,false,false,false,false,false,false,false
206489025,968ddbbdd8ef879c16e2d2fed84be024,11f574788778082021b8bc816285298f,7c2c5701f1d07b957312a3c157996f10,2024-12-08 18:22:00,2024-12-08 18:22:00,2024-12-15 12:19:00,2024-12-15 15:00:00,2024-12-19 09:30:00,6764.85,7150.0,-385.15,2847.9,RFR,,dat_in,2,true,true,true,2024-12-15 18:00:00,2024-12-19 08:00:00,false,false,false,false,false,false,false
206598577,950799b053ed2e3d7f02c0e13ae04519,94cffa2021fd5b9783cb3024ca8e18ff,36e92333262bae156b9b9937bd058741,2024-09-14 15:43:00,2024-09-14 15:47:00,2024-09-14 17:42:00,2024-09-15 09:30:00,2024-09-20 12:50:00,6700.92,4200.0,2500.92,2476.0,DRV,,,0,true,true,true,2024-09-15 14:00:00,2024-09-20 10:00:00,false,false,false,false,false,false,false
206440361,968ddbbdd8ef879c16e2d2fed84be024,a55d0e32ebb8816272782ac161d4753e,43d4c0069f5af1257081c97644e8be1f,2024-11-08 08:43:00,2024-11-08 08:44:00,2024-11-09 16:12:00,2024-11-10 23:00:00,2024-11-14 22:30:00,6640.43,6100.0,540.43,2733.2,RFR,,,0,true,true,true,2024-11-10 23:00:00,2024-11-14 23:00:00,false,false,false,false,false,false,false
206430633,968ddbbdd8ef879c16e2d2fed84be024,d3569561c8f73b83a4186d47156eb636,0c876ed442699e92124f212a910379ad,2024-12-01 16:42:00,2024-12-01 16:42:00,2024-12-07 09:06:00,2024-12-08 17:00:00,2024-12-09 11:00:00,6624.25,6200.0,424.25,2476.0,DRV,,,1,true,true,true,2024-12-08 17:00:00,2024-12-12 11:00:00,false,false,false,false,false,false,false
206643721,7dcbfc2145d285eee0be4652d34c4bab,0cc0809e8d98e9b1ab6c40fb0a7a35c4,bb20c03722164911df7c3d7117d69481,2024-12-26 13:00:00,2024-12-26 13:06:00,2024-12-26 14:50:00,2024-12-28 11:00:00,2025-01-02 10:40:00,6600.0,6100.0,500.0,2536.2,DRV,,carrier_capacity,0,true,true,true,2024-12-28 15:00:00,2025-01-02 10:00:00,false,false,false,false,false,false,false
206468337,7dcbfc2145d285eee0be4652d34c4bab,8681c707bf149c8ca3d945c857fcb727,0235ddfc19c9ee3a3b512481b4639b03,2024-11-07 15:48:00,2024-11-07 15:48:00,2024-11-08 12:57:00,2024-11-09 17:00:00,2024-11-13 14:30:00,6600.0,6400.0,200.0,2509.6,DRV,,,0,true,true,true,2024-11-09 17:00:00,2024-11-13 14:00:00,false,false,false,false,false,false,false
206621505,fc15c8720108281350a61e084302e7cb,0239eb259e25afe4192ae5ce7aad83c3,f3ccb1718e39a179e9dd1cbd6bf8796b,2024-01-20 14:17:00,2024-01-20 14:17:00,2024-01-26 14:35:00,2024-01-27 11:30:00,2024-02-01 11:30:00,6534.84,6200.0,334.84,2999.9,RFR,,,2,true,true,true,2024-01-27 20:30:00,2024-02-01 10:00:00,false,false,false,false,false,false,false
206644553,7dcbfc2145d285eee0be4652d34c4bab,0cc0809e8d98e9b1ab6c40fb0a7a35c4,bb20c03722164911df7c3d7117d69481,2024-11-27 18:19:00,2024-11-27 18:20:00,2024-11-28 16:53:00,2024-11-30 09:00:00,2024-12-04 12:15:00,6500.0,6000.0,500.0,2536.2,DRV,,,0,true,true,true,2024-11-30 15:00:00,2024-12-04 10:00:00,false,false,false,false,false,false,false
206704433,7dcbfc2145d285eee0be4652d34c4bab,0cc0809e8d98e9b1ab6c40fb0a7a35c4,46b6788f4dc228bfe2f30fa7a1121755,2024-12-13 13:07:00,2024-12-13 13:07:00,2024-12-21 09:59:00,2024-12-26 09:00:00,2025-01-02 11:00:00,6500.0,5500.0,1000.0,2249.8,DRV,,,0,true,false,false,2024-12-26 15:00:00,2025-01-02 08:00:00,false,false,false,false,false,false,false
206524009,7dcbfc2145d285eee0be4652d34c4bab,0cc0809e8d98e9b1ab6c40fb0a7a35c4,0235ddfc19c9ee3a3b512481b4639b03,2024-11-28 13:06:00,2024-11-28 13:06:00,2024-11-30 11:22:00,2024-12-01 19:00:00,2024-12-05 11:45:00,6500.0,6400.0,100.0,2509.6,DRV,,,0,true,true,true,2024-12-01 19:00:00,2024-12-05 10:00:00,false,false,false,false,false,false,false
206544441,f5691c827f349ddabda08cafc435a78d,02b340b71499d4d0b8143501cb597e0a,81992d6540b124e9b8564920dd994603,2024-06-06 12:58:00,2024-06-06 12:59:00,2024-06-07 09:12:00,2024-06-07 19:00:00,2024-06-12 10:00:00,6492.29,6475.0,17.29,2564.7,RFR,,,0,true,true,true,2024-06-07 21:00:00,2024-06-12 14:00:00,false,false,false,false,false,false,false
206544137,fc15c8720108281350a61e084302e7cb,b063209955c6f15ea41062c63765ebbc,5a912538b4f1a4563de3969e3c5c37dc,2024-02-03 13:59:00,2024-02-03 13:59:00,2024-02-03 18:28:00,2024-02-06 19:00:00,2024-02-11 18:08:00,6423.17,5800.0,623.17,3012.1,RFR,,,0,true,true,true,2024-02-06 19:00:00,2024-02-11 10:00:00,false,false,false,false,false,false,false
206587353,7dcbfc2145d285eee0be4652d34c4bab,00572206b66eae2e2757c4fbc46b81db,0235ddfc19c9ee3a3b512481b4639b03,2024-10-16 08:52:00,2024-10-16 08:52:00,2024-10-16 14:53:00,2024-10-16 12:00:00,2024-10-20 12:00:00,6394.6,6400.0,-5.4,2550.4,DRV,,,1,false,true,true,2024-10-16 16:00:00,2024-10-20 08:00:00,false,false,false,false,false,false,false
206627225,950799b053ed2e3d7f02c0e13ae04519,784c321d8fa7f0d6b7dd37d82ae22c66,31bfd2111657abeeb28644ea93637040,2024-12-19 08:49:00,2024-12-19 08:49:00,2024-12-20 16:26:00,2024-12-21 16:00:00,2024-12-26 12:59:00,6392.49,6000.0,392.49,1607.7,DRV,,carrier_capacity,0,true,true,true,2024-12-21 23:00:00,2024-12-26 14:00:00,false,false,false,false,false,false,false
206693897,fc15c8720108281350a61e084302e7cb,ee81228b0dc434dd497461fe7e4d3750,a443c55e59322d50a6dc7f1a5caa52d7,2024-09-27 09:43:00,2024-09-27 09:43:00,2024-09-28 09:45:00,2024-10-02 16:00:00,2024-10-06 15:30:00,6390.52,6000.0,390.52,3021.8,DRV,,,0,true,false,false,2024-10-02 16:00:00,2024-10-06 07:30:00,false,false,false,false,false,false,false
206529409,027b8de7c9846b8e39cdc3a28839b50b,e1796646f4dff4aa87442651d5f56b9d,0df28d3cc2b406e184d89f7a8190d30e,2024-10-27 18:03:00,2024-10-27 18:03:00,2024-11-10 11:03:00,2024-11-13 10:00:00,2024-11-17 10:00:00,6375.0,6350.0,25.0,2417.5,RFR,,,0,true,true,true,2024-11-13 21:00:00,2024-11-17 17:00:00,false,false,false,false,false,false,false
